iter	RMSE
758	2.279469276
759	2.278866487
760	2.277218149
761	2.275543324
762	2.274163074
763	2.27291645
764	2.272053611
765	2.270973278
766	2.269692322
767	2.268322998
768	2.267467627
769	2.266798422
770	2.265529777
771	2.265320817
772	2.263814818
773	2.262699355
774	2.262124872
775	2.261508447
776	2.260587972
777	2.260110925
778	2.258233207
779	2.257422768
780	2.25588607
781	2.254126218
782	2.252343063
783	2.25081362
784	2.250141075
785	2.248952542
786	2.248591611
787	2.247193133
788	2.245861257
789	2.245229202
790	2.243972072
791	2.241912086
792	2.239710061
793	2.238926711
794	2.237348022
795	2.23653226
796	2.235166121
797	2.234367503
798	2.233153829
799	2.231696785
800	2.22930474
801	2.228293565
802	2.22710976
803	2.226800962
804	2.22546438
805	2.224199166
806	2.223536601
807	2.222770907
808	2.220843758
809	2.220090059
810	2.219780156
811	2.218348859
812	2.217122216
813	2.216325961
814	2.215545674
815	2.21509923
816	2.214563923
817	2.213298312
818	2.212010895
819	2.211308691
820	2.209192427
821	2.207962783
822	2.206836784
823	2.205212188
824	2.204804303
825	2.203995868
826	2.20287143
827	2.202192346
828	2.201049417
829	2.200481558
830	2.199773086
831	2.197494028
832	2.19645631
833	2.195690919
834	2.194692091
835	2.193470974
836	2.192944134
837	2.19277004
838	2.19174374
839	2.190298166
840	2.189394495
841	2.188341767
842	2.186428387
843	2.185790569
844	2.185533108
845	2.18526793
846	2.183659503
847	2.182329023
848	2.181748198
849	2.180916257
850	2.180699202
851	2.179762171
852	2.177681472
853	2.177043255
854	2.175564724
855	2.175243322
856	2.174839068
857	2.174129022
858	2.173446685
859	2.172866123
860	2.171682833
861	2.170704299
862	2.169943008
863	2.169348325
864	2.168705238
865	2.167657332
866	2.166583656
867	2.165608036
868	2.165148519
869	2.164701848
870	2.164116712
871	2.16320833
872	2.16287174
873	2.162250811
874	2.161220524
875	2.159701218
876	2.159043807
877	2.158123632
878	2.157350306
879	2.156291411
880	2.155028971
881	2.154471506
882	2.153398399
883	2.151608798
884	2.15135886
885	2.150877376
886	2.149906944
887	2.149052786
888	2.148109597
889	2.146064313
890	2.145062317
891	2.143887437
892	2.142941061
893	2.142123394
894	2.141376897
895	2.139846087
896	2.138470458
897	2.136818094
898	2.135950177
899	2.135310214
900	2.134561649
901	2.133542557
902	2.131476155
903	2.13112019
904	2.130086208
905	2.129229342
906	2.127268467
907	2.126367508
908	2.125632071
909	2.125333984
910	2.124129006
911	2.12327616
912	2.122343817
913	2.119938156
914	2.11943605
915	2.118315273
916	2.117951907
917	2.116933332
918	2.115972042
919	2.115490927
920	2.11497687
921	2.113861947
922	2.113026229
923	2.112753789
924	2.112193813
925	2.111129455
926	2.109682698
927	2.109232303
928	2.108598346
929	2.107232372
930	2.106574743
931	2.105797707
932	2.104868707
933	2.103283211
934	2.102657459
935	2.10132498
936	2.100992719
937	2.100460209
938	2.099557351
939	2.098174675
940	2.09768651
941	2.096977948
942	2.09587906
943	2.095153835
944	2.094704226
945	2.092757646
946	2.091815928
947	2.09105549
948	2.089888773
949	2.089397436
950	2.088704945
951	2.087992522
952	2.087381792
953	2.087160918
954	2.085109491
955	2.084437435
956	2.083083489
957	2.082127833
958	2.081208555
959	2.080052074
960	2.079640072
961	2.078991346
962	2.078151609
963	2.077324319
964	2.07640942
965	2.075792078
966	2.075117814
967	2.074902701
968	2.07437404
969	2.072575598
970	2.072346522
971	2.071553158
972	2.070250372
973	2.069554965
974	2.069281219
975	2.068403206
976	2.067512556
977	2.066570476
978	2.065353229
979	2.063474439
980	2.062436199
981	2.061298681
982	2.06087909
983	2.060262142
984	2.059229194
985	2.05839272
986	2.057818505
987	2.056485981
988	2.055861862
989	2.055430684
990	2.053818638
991	2.052611404
992	2.052049077
993	2.051112383
994	2.050555491
995	2.049655185
996	2.04877102
997	2.048209746
998	2.047989996
999	2.047549859
